"","BUSINESS_DATE","sales","visits","weekday","NET_COST","FORMAT.15 secondi","FORMAT.20 secondi","FORMAT.30 secondi","NETWORK.Area News-Radio Margherita-Kiss Kiss Italia","NETWORK.CNR Radio FM","NETWORK.R101","NETWORK.Radio 105 Network","NETWORK.Radio Deejay Network","NETWORK.Radio Dimensione Suono Network","NETWORK.Radio Italia Solo Musica Italiana","NETWORK.Radio Kiss Kiss Network","NETWORK.Radio Sportiva","NETWORK.Radiodue","NETWORK.Radiouno","NETWORK.RTL 102.5 Hit Radio","NETWORK.Teamradio University","NETWORK.Virgin Radio","trend"
"409","2016-06-26",2476125.26,309789,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
"410","2016-06-27",1822248.28,257578,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
"411","2016-06-28",1834826.98,261452,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
"412","2016-06-29",1968696.14,272600,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412
"413","2016-06-30",1962285.5,274177,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
"414","2016-07-01",2227284.21,301690,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
"415","2016-07-02",2605212.58,337640,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415
"416","2016-07-03",2724049.88,337595,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416
"417","2016-07-04",1976706.25,278318,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
"418","2016-07-05",1924211.33,274089,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418
"419","2016-07-06",1997274.89,284086,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
"420","2016-07-07",2009437.58,284772,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420
"421","2016-07-08",2289624.7,315249,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421
"422","2016-07-09",2802623.2,365533,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422
"423","2016-07-10",2550243.01,323171,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423
"424","2016-07-11",1967472.38,280792,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424
"425","2016-07-12",2038575.69,285070,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
"426","2016-07-13",2129086.31,293858,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426
"427","2016-07-14",2209363.7,300954,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
"428","2016-07-15",2591028.45,336341,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428
"429","2016-07-16",3078306.82,385788,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429
"430","2016-07-17",2720477.41,340076,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430
"431","2016-07-18",1962437.41,278013,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431
"432","2016-07-19",1926355.57,277505,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432
"433","2016-07-20",1980743.57,281934,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433
"434","2016-07-21",2056922.45,290035,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434
"435","2016-07-22",2292078.78,314208,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435
"436","2016-07-23",2832412.06,365359,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436
"437","2016-07-24",2714180.43,339699,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
"438","2016-07-25",1951795.09,277430,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438
"439","2016-07-26",1901939.67,273287,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
"440","2016-07-27",2004503.52,279312,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
"441","2016-07-28",2116921.05,295183,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441
"442","2016-07-29",2293115.48,314651,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442
"443","2016-07-30",2740751,358728,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443
"444","2016-07-31",2678816.46,334728,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444
"445","2016-08-01",2167110.19,293423,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445
"446","2016-08-02",2044833.35,284008,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446
"447","2016-08-03",2054230.36,284509,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447
"448","2016-08-04",2101652.45,289711,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448
"449","2016-08-05",2502197.35,322019,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
"450","2016-08-06",2790683.12,356036,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
"451","2016-08-07",2597994.06,325154,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
"452","2016-08-08",2072430.47,279904,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
"453","2016-08-09",2035389.27,276977,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453
"454","2016-08-10",2276124.46,290952,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454
"455","2016-08-11",2228367.02,288500,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455
"456","2016-08-12",2346603.69,302778,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456
"457","2016-08-13",2596083.86,328764,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
"458","2016-08-14",2237436.32,285155,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
"459","2016-08-15",1934815.64,243111,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459
"460","2016-08-16",2268765,288350,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460
"461","2016-08-17",2282560.83,291121,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461
"462","2016-08-18",2222348.43,287742,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462
"463","2016-08-19",2287723.21,297678,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463
"464","2016-08-20",2549694.82,322565,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
"465","2016-08-21",2388568.81,301010,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465
"466","2016-08-22",2084559.75,277675,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466
"467","2016-08-23",2071782.96,278210,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467
"468","2016-08-24",2003733.71,272577,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
"469","2016-08-25",2014708.91,274574,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469
"470","2016-08-26",2182470.08,296883,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
"471","2016-08-27",2532988.1,334564,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471
"472","2016-08-28",2401421.26,310463,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
"473","2016-08-29",1932409.57,274550,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
"474","2016-08-30",1988055.77,278829,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
"475","2016-08-31",2011504.9,285047,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475
"476","2016-09-01",2071029.72,296136,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
"477","2016-09-02",2371633.57,325938,"Friday",15359.54,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,477
"478","2016-09-03",2916010.51,381304,"Saturday",14998.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,478
"479","2016-09-04",2762690.58,349145,"Sunday",14998.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,479
"480","2016-09-05",2142078.3,303146,"Monday",14998.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,480
"481","2016-09-06",2182218.67,306603,"Tuesday",14998.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,481
"482","2016-09-07",2247105.55,312810,"Wednesday",14624.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,482
"483","2016-09-08",2262682.36,315769,"Thursday",14624.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,483
"484","2016-09-09",2547095.04,347832,"Friday",14624.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,484
"485","2016-09-10",3101027.97,400659,"Saturday",14624.29,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,485
"486","2016-09-11",2886423.39,359764,"Sunday",14263.04,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,486
"487","2016-09-12",2188530.65,309201,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487
"488","2016-09-13",2018423.5,294475,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
"489","2016-09-14",2043989.16,297591,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489
"490","2016-09-15",2005868.03,289109,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490
"491","2016-09-16",2376165.37,330242,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
"492","2016-09-17",3311156.88,427800,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
"493","2016-09-18",2945346.46,364130,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493
"494","2016-09-19",1783507.75,268320,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
"495","2016-09-20",1794696.03,271123,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
"496","2016-09-21",1838134.32,271987,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
"497","2016-09-22",1879087.57,280307,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497
"498","2016-09-23",2364139.56,334050,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
"499","2016-09-24",3194898.16,419293,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499
"500","2016-09-25",2804283.11,352780,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
"501","2016-09-26",1656883.05,254217,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501
"502","2016-09-27",1670701.36,256204,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
"503","2016-09-28",1799180.65,264844,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
"504","2016-09-29",1869107.57,271722,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
"505","2016-09-30",2420142.47,330195,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
"506","2016-10-01",3374815.27,419522,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
"507","2016-10-02",2953770.96,355137,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507
"508","2016-10-03",1765168.12,257775,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
"509","2016-10-04",1820962.89,263045,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
"510","2016-10-05",1836450.91,263354,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
"511","2016-10-06",1878543.88,267220,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
"512","2016-10-07",2471345.38,336153,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
"513","2016-10-08",3477531.06,428754,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
"514","2016-10-09",3061733.98,361043,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514
"515","2016-10-10",1738952.19,250776,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515
"516","2016-10-11",1752147.45,251807,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
"517","2016-10-12",2060564.43,287985,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
"518","2016-10-13",1840359.36,262375,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518
"519","2016-10-14",2311171.59,310126,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
"520","2016-10-15",3511936.37,430441,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
"521","2016-10-16",3135012.17,369144,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521
"522","2016-10-17",1680223.04,245185,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
"523","2016-10-18",1708689.59,248468,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
"524","2016-10-19",1810750.65,258796,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524
"525","2016-10-20",1886628.29,268009,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
"526","2016-10-21",2442408.6,330231,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526
"527","2016-10-22",3385652.46,421626,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
"528","2016-10-23",2924749.63,348373,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
"529","2016-10-24",1593303.91,235489,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529
"530","2016-10-25",1634591.16,239241,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530
"531","2016-10-26",1730065.3,248632,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531
"532","2016-10-27",1872619.58,264079,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532
"533","2016-10-28",2387120.12,321747,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533
"534","2016-10-29",3281766.06,410756,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
"535","2016-10-30",3048984.43,362232,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
"536","2016-10-31",3155808.36,390298,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536
"537","2016-11-01",2805793.73,333031,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
"538","2016-11-02",1635953.63,241503,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
"539","2016-11-03",1613407.67,242033,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539
"540","2016-11-04",2126131.63,302667,"Friday",32868.71,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,540
"541","2016-11-05",2955959.53,388007,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541
"542","2016-11-06",2673618.96,336061,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
"543","2016-11-07",1517217.67,248047,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543
"544","2016-11-08",1578668.33,240923,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
"545","2016-11-09",1933513.52,276538,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545
"546","2016-11-10",1880333.5,267400,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546
"547","2016-11-11",2383745.75,321129,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547
"548","2016-11-12",3458823.73,425122,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548
"549","2016-11-13",3122586.05,364888,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549
"550","2016-11-14",1681780.07,244650,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
"551","2016-11-15",1761257.43,252715,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551
"552","2016-11-16",1828299.84,260541,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552
"553","2016-11-17",1890977.07,269805,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553
"554","2016-11-18",2351916.4,317682,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
"555","2016-11-19",3363202.2,415758,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555
"556","2016-11-20",3096455.49,363476,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556
"557","2016-11-21",1630477.67,236900,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557
"558","2016-11-22",1637020.4,238335,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558
"559","2016-11-23",1767186.38,252290,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559
"560","2016-11-24",1793217.47,254012,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560
"561","2016-11-25",2664238.35,350542,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561
"562","2016-11-26",3480630.04,428181,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562
"563","2016-11-27",3133749.49,367419,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
"564","2016-11-28",1616102.81,239002,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
"565","2016-11-29",1634542.79,241249,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565
"566","2016-11-30",1766857.09,251819,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566
"567","2016-12-01",1871000.88,261393,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567
"568","2016-12-02",2471755.32,327575,"Friday",32868.71,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,568
"569","2016-12-03",3393116.82,415358,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
"570","2016-12-04",3216385.32,370677,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570
"571","2016-12-05",1942143.83,276359,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
"572","2016-12-06",1809877.23,253889,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572
"573","2016-12-07",2354003.43,312412,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
"574","2016-12-08",3135350.84,359341,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574
"575","2016-12-09",2607241.08,326972,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575
"576","2016-12-10",3248740.25,399436,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576
"577","2016-12-11",3016142.31,349298,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577
"578","2016-12-12",1715392.71,244019,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
"579","2016-12-13",1795031.19,253550,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579
"580","2016-12-14",2053544.77,282184,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
"581","2016-12-15",2056103.69,278453,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581
"582","2016-12-16",2547048.48,332805,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582
"583","2016-12-17",3586932.34,427704,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583
"584","2016-12-18",3403263.64,382864,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584
"585","2016-12-19",1956436.94,271190,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585
"586","2016-12-20",2094342.69,282754,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586
"587","2016-12-21",2330654.95,309763,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
"588","2016-12-22",2718072.02,356504,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588
"589","2016-12-23",3162667.62,393831,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589
"590","2016-12-24",1846490.55,234008,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
"591","2016-12-25",1003300.82,126223,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591
"592","2016-12-26",2417046.26,282255,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592
"593","2016-12-27",2537090.81,321834,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
"594","2016-12-28",2526135.45,316743,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
"595","2016-12-29",2467957.22,309224,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595
"596","2016-12-30",2741950.91,336890,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
"597","2016-12-31",1787391.42,226400,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597
"598","2017-01-01",2484249.2,277654,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
"599","2017-01-02",2458869.44,314925,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599
"600","2017-01-03",2253161.91,290403,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
"601","2017-01-04",2412254.33,304363,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601
"602","2017-01-05",2716157.39,334533,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602
"603","2017-01-06",2881015.76,337040,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603
"604","2017-01-07",3159359.29,376502,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604
"605","2017-01-08",2797253.63,325208,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605
"606","2017-01-09",1587844.61,229978,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606
"607","2017-01-10",1544565.85,225237,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607
"608","2017-01-11",1928734.48,269039,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
"609","2017-01-12",1753199.8,247670,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609
"610","2017-01-13",2191611.73,295288,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610
"611","2017-01-14",3475085.18,423875,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611
"612","2017-01-15",2883097.79,341254,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612
"613","2017-01-16",1632173.27,237832,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
"614","2017-01-17",1651525.18,238722,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614
"615","2017-01-18",1815476.99,254192,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615
"616","2017-01-19",1832519.68,259945,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616
"617","2017-01-20",2307208.94,314715,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617
"618","2017-01-21",3322728.01,414362,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618
"619","2017-01-22",2899966.77,346718,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
"620","2017-01-23",1588312.01,233835,"Monday",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,620
"621","2017-01-24",1647764.2,243445,"Tuesday",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,621
"622","2017-01-25",1725042.73,251054,"Wednesday",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,622
"623","2017-01-26",1789121.99,260463,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623
"624","2017-01-27",2313155.37,319815,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624
