"","BUSINESS_DATE","sales","visits","weekday","NET_COST","FORMAT.15 secondi","FORMAT.20 secondi","FORMAT.30 secondi","NETWORK.Area News-Radio Margherita-Kiss Kiss Italia","NETWORK.CNR Radio FM","NETWORK.R101","NETWORK.Radio 105 Network","NETWORK.Radio Deejay Network","NETWORK.Radio Dimensione Suono Network","NETWORK.Radio Italia Solo Musica Italiana","NETWORK.Radio Kiss Kiss Network","NETWORK.Radio Sportiva","NETWORK.Radiodue","NETWORK.Radiouno","NETWORK.RTL 102.5 Hit Radio","NETWORK.Teamradio University","NETWORK.Virgin Radio","trend"
"193","2015-11-23",1549572.07,233590,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
"194","2015-11-24",1591287.86,238980,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
"195","2015-11-25",1701344.17,249938,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
"196","2015-11-26",1716751.5,252035,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
"197","2015-11-27",2346600.45,323255,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
"198","2015-11-28",3328479.44,422768,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
"199","2015-11-29",2969416.56,359822,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
"200","2015-11-30",1587555.36,241076,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
"201","2015-12-01",1702544.3,257326,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
"202","2015-12-02",1765622.41,266923,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
"203","2015-12-03",1797826.47,267949,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
"204","2015-12-04",2317930.3,336622,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
"205","2015-12-05",3419958.46,435554,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
"206","2015-12-06",3204196.15,387971,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206
"207","2015-12-07",2876947.17,372930,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
"208","2015-12-08",2921322.96,384058,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
"209","2015-12-09",1577357.35,279318,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
"210","2015-12-10",1771132.76,288229,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
"211","2015-12-11",2290191.32,358825,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
"212","2015-12-12",3402733.37,438482,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
"213","2015-12-13",3016016.76,364414,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
"214","2015-12-14",1736425.92,282102,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
"215","2015-12-15",1918501.28,322216,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
"216","2015-12-16",2093927.18,354904,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"217","2015-12-17",2160187.23,329207,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
"218","2015-12-18",2643603.58,374326,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
"219","2015-12-19",3793059.62,470772,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
"220","2015-12-20",3447125.01,404689,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
"221","2015-12-21",2232598.29,344380,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
"222","2015-12-22",2656331.76,387887,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
"223","2015-12-23",2996277.85,385428,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
"224","2015-12-24",1738698.47,233020,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
"225","2015-12-25",947253.33,125131,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
"226","2015-12-26",2428890.64,305534,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
"227","2015-12-27",3365886.96,398196,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
"228","2015-12-28",2395470.43,316629,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
"229","2015-12-29",2481639.1,322058,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
"230","2015-12-30",2566144.56,326916,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
"231","2015-12-31",1655289.51,221576,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
"232","2016-01-01",2434023.42,283346,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
"233","2016-01-02",3144495.49,386906,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
"234","2016-01-03",3126570.8,377981,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
"235","2016-01-04",2226739.61,296202,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
"236","2016-01-05",2641446.56,343647,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
"237","2016-01-06",2580335.47,320462,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
"238","2016-01-07",1465567.66,227278,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
"239","2016-01-08",1984719.8,286386,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
"240","2016-01-09",3059970.09,401309,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
"241","2016-01-10",2898275.91,358806,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
"242","2016-01-11",1517121.1,231423,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242
"243","2016-01-12",1636831.19,247090,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
"244","2016-01-13",1725247.52,254222,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
"245","2016-01-14",1703464.53,252752,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
"246","2016-01-15",2225971.36,313245,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
"247","2016-01-16",3240831.79,417673,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
"248","2016-01-17",2846964.51,351644,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
"249","2016-01-18",1555515.94,234661,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
"250","2016-01-19",1549026.39,233706,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
"251","2016-01-20",1654828.92,245501,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
"252","2016-01-21",1690550.26,251238,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
"253","2016-01-22",2169701.04,306681,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253
"254","2016-01-23",3165668.32,413233,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
"255","2016-01-24",2796396.33,348627,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
"256","2016-01-25",1511751.4,231437,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
"257","2016-01-26",1548315.05,236924,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
"258","2016-01-27",1658624.27,248173,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
"259","2016-01-28",1689989.59,252620,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
"260","2016-01-29",2183429.34,311948,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
"261","2016-01-30",3045585.59,404409,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
"262","2016-01-31",2715130.71,343166,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
"263","2016-02-01",1524898.32,232341,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
"264","2016-02-02",1524590.78,232163,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
"265","2016-02-03",1583477.56,239471,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"266","2016-02-04",1702359.45,255996,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
"267","2016-02-05",2197276.13,313632,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
"268","2016-02-06",3018347.1,399401,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
"269","2016-02-07",2531298.82,323682,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"270","2016-02-08",1777039.96,261797,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
"271","2016-02-09",1920181.82,276416,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
"272","2016-02-10",1628950.2,245670,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
"273","2016-02-11",1773030.26,259157,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
"274","2016-02-12",2085231.74,296316,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
"275","2016-02-13",2937570.52,388563,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
"276","2016-02-14",2797153.78,345750,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
"277","2016-02-15",1552251.65,234931,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
"278","2016-02-16",1577009.64,238151,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
"279","2016-02-17",1669572.93,249406,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
"280","2016-02-18",1751077.32,258102,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
"281","2016-02-19",2163615.9,312197,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
"282","2016-02-20",3242485.7,424535,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
"283","2016-02-21",2912402.83,364464,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
"284","2016-02-22",1494315.4,231802,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
"285","2016-02-23",1543690.59,238948,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285
"286","2016-02-24",1709051.92,253299,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"287","2016-02-25",1749099.19,255674,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
"288","2016-02-26",2174502.69,307053,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288
"289","2016-02-27",3169512.85,404025,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
"290","2016-02-28",2681129.1,331749,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
"291","2016-02-29",1570067.79,233372,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
"292","2016-03-01",1706113.05,251117,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
"293","2016-03-02",1773125.37,256702,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293
"294","2016-03-03",1775851.38,258099,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
"295","2016-03-04",2190749.76,308015,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295
"296","2016-03-05",3085090.18,394744,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
"297","2016-03-06",2948907.16,361230,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
"298","2016-03-07",1562988.52,237370,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
"299","2016-03-08",1796600.18,259862,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
"300","2016-03-09",1657248.51,244504,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
"301","2016-03-10",1772040.13,257894,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
"302","2016-03-11",2190240.87,308876,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302
"303","2016-03-12",3335357.57,424520,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303
"304","2016-03-13",2952180.75,361563,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
"305","2016-03-14",1623817.56,244925,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
"306","2016-03-15",1662232.31,246742,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
"307","2016-03-16",1708967.17,249642,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307
"308","2016-03-17",1857784.54,270310,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308
"309","2016-03-18",2307484.45,322808,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
"310","2016-03-19",3277650.85,418618,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
"311","2016-03-20",2851536.03,352159,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311
"312","2016-03-21",1634874.51,247896,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
"313","2016-03-22",1696963.42,255308,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313
"314","2016-03-23",2162584.89,310066,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314
"315","2016-03-24",2401630.37,321577,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
"316","2016-03-25",2369473.21,327493,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
"317","2016-03-26",2951977.75,382209,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
"318","2016-03-27",1595444.91,208044,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
"319","2016-03-28",2670955.73,329256,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
"320","2016-03-29",1987304.24,274380,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
"321","2016-03-30",1637046.13,248705,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
"322","2016-03-31",1656486.22,254374,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
"323","2016-04-01",2161694.31,311675,"Friday",14500.51,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,323
"324","2016-04-02",3166487.5,420948,"Saturday",14500.51,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,324
"325","2016-04-03",2837263.7,362775,"Sunday",14500.51,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,325
"326","2016-04-04",1590351.72,248738,"Monday",14500.51,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,326
"327","2016-04-05",1633776.32,254565,"Tuesday",14796.35,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,327
"328","2016-04-06",1712881.36,263633,"Wednesday",14833.33,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,328
"329","2016-04-07",1787650.66,271551,"Thursday",14833.33,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,329
"330","2016-04-08",2256744.59,324568,"Friday",14833.33,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,330
"331","2016-04-09",3258197.41,431577,"Saturday",14833.33,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,331
"332","2016-04-10",2942156.53,374659,"Sunday",14833.33,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,332
"333","2016-04-11",1645420.09,255395,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
"334","2016-04-12",1694113.83,262147,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334
"335","2016-04-13",1779982.52,271391,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
"336","2016-04-14",1879468.87,283417,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
"337","2016-04-15",2373700.11,339217,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337
"338","2016-04-16",3213928.29,428474,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338
"339","2016-04-17",2935433.19,373900,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
"340","2016-04-18",1830059.59,272235,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
"341","2016-04-19",1628168.56,255481,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341
"342","2016-04-20",1708551.49,262164,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
"343","2016-04-21",1775882.81,269812,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
"344","2016-04-22",2247394.75,324588,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
"345","2016-04-23",3127249.01,415475,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
"346","2016-04-24",2947464.1,377818,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346
"347","2016-04-25",2909603.98,361216,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347
"348","2016-04-26",1516854.77,238832,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348
"349","2016-04-27",1660120.15,251005,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349
"350","2016-04-28",1770613.09,263718,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
"351","2016-04-29",2242140.61,317801,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
"352","2016-04-30",3147439.3,408154,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
"353","2016-05-01",2723908.22,336494,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353
"354","2016-05-02",1716651.12,251712,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
"355","2016-05-03",1676114.58,251051,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
"356","2016-05-04",1814822.5,266401,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
"357","2016-05-05",1874246.63,271035,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
"358","2016-05-06",2328506.59,321921,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
"359","2016-05-07",3193296.67,414179,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
"360","2016-05-08",2665209.05,333474,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
"361","2016-05-09",1635949.39,243898,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
"362","2016-05-10",1681739.61,249840,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
"363","2016-05-11",1759644.24,254695,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
"364","2016-05-12",1873807.12,270628,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
"365","2016-05-13",2336507.77,321925,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365
"366","2016-05-14",3181617.39,408128,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366
"367","2016-05-15",2881354.54,355657,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
"368","2016-05-16",1705220.65,251588,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368
"369","2016-05-17",1660299.1,247992,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
"370","2016-05-18",1749196.04,257031,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370
"371","2016-05-19",1814687.63,260278,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
"372","2016-05-20",2376293.15,331117,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
"373","2016-05-21",2977313.95,396209,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373
"374","2016-05-22",2502796.83,315358,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
"375","2016-05-23",1652966.17,244501,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375
"376","2016-05-24",1650496.61,247285,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
"377","2016-05-25",1709648.36,251900,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
"378","2016-05-26",1797975.3,262075,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
"379","2016-05-27",2221561.36,313927,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
"380","2016-05-28",2908321.38,387389,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"381","2016-05-29",2737097.07,342093,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"382","2016-05-30",1655949.87,246326,"Monday",5088.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,382
"383","2016-05-31",1689958.9,252225,"Tuesday",5088.72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,383
"384","2016-06-01",2195431.4,309632,"Wednesday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,384
"385","2016-06-02",2924607,359182,"Thursday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,385
"386","2016-06-03",2252390.15,311616,"Friday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,386
"387","2016-06-04",2723054.53,369622,"Saturday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,387
"388","2016-06-05",2588048.72,332191,"Sunday",13738.61,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,388
"389","2016-06-06",1678472.69,253329,"Monday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,389
"390","2016-06-07",1653527.42,251938,"Tuesday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,390
"391","2016-06-08",2149455.99,314234,"Wednesday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,391
"392","2016-06-09",2022308.28,290083,"Thursday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,392
"393","2016-06-10",2246594.15,314787,"Friday",15506.61,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,393
"394","2016-06-11",2807901.77,372006,"Saturday",15248.17,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,394
"395","2016-06-12",2615260.17,337504,"Sunday",13480.17,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,395
"396","2016-06-13",1679278.59,249673,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
"397","2016-06-14",1771542.84,261312,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397
"398","2016-06-15",1839000.22,267927,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
"399","2016-06-16",1891960.6,272405,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399
"400","2016-06-17",2157527.53,303505,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400
"401","2016-06-18",2759413.89,363788,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401
"402","2016-06-19",2765293.16,347202,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
"403","2016-06-20",1760659.91,257736,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403
"404","2016-06-21",1725558.13,255726,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404
"405","2016-06-22",1728394.67,252641,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
"406","2016-06-23",1889265.86,273106,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
"407","2016-06-24",2147370.93,300474,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407
"408","2016-06-25",2682549.64,351054,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
