"","BUSINESS_DATE","sales","visits","weekday","15 secondi_R101","15 secondi_Radio 105 Network","15 secondi_Radio Deejay Network","15 secondi_Radio Dimensione Suono Network","15 secondi_Radio Italia Solo Musica Italiana","15 secondi_Radio Kiss Kiss Network","15 secondi_Virgin Radio","20 secondi_Area News-Radio Margherita-Kiss Kiss Italia","20 secondi_CNR Radio FM","20 secondi_R101","20 secondi_Radio 105 Network","20 secondi_Radio Deejay Network","20 secondi_Radio Dimensione Suono Network","20 secondi_Radio Italia Solo Musica Italiana","20 secondi_Radio Kiss Kiss Network","20 secondi_Radio Sportiva","20 secondi_Radiodue","20 secondi_Radiouno","20 secondi_RTL 102.5 Hit Radio","20 secondi_Teamradio University","20 secondi_Virgin Radio","30 secondi_Radio 105 Network","trend","sales_per_visit"
"147","2015-10-08",1938439.68,283231,"Thursday",0,0,0,0,0,0,0,0,1727.46,0,1223.19,2461.8,1720.27,0,0,0,921.25,342.23,0,0,612.78,0,147,6.84402371209366
"148","2015-10-09",2539034,354457,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,7.16316506656661
"149","2015-10-10",3408944.91,430196,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,7.92416691461566
"150","2015-10-11",3146691.5,382317,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,8.23058221318958
"151","2015-10-12",1777011.45,265483,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,6.69350372716897
"152","2015-10-13",1791708.58,265729,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6.74261589815188
"153","2015-10-14",1854702.31,272229,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,6.81302252882683
"154","2015-10-15",1972279.79,284397,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,6.93495286518494
"155","2015-10-16",2491593.45,345298,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,7.21577724168689
"156","2015-10-17",3522846.85,448196,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7.86005865737311
"157","2015-10-18",2994293.14,366901,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,8.16103837274905
"158","2015-10-19",1726035.63,258509,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,6.67688796134757
"159","2015-10-20",1740074.39,259420,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,6.7075568190579
"160","2015-10-21",1815304.62,265725,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,6.83151611628563
"161","2015-10-22",1875809.89,274388,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,6.83634083852064
"162","2015-10-23",2405678.19,335505,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,7.17031993561944
"163","2015-10-24",3479826.76,446396,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,7.79538069337539
"164","2015-10-25",2948099.19,363873,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,8.10200039574247
"165","2015-10-26",1612062.61,245064,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,6.57812901935821
"166","2015-10-27",1630328.08,247918,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,6.57607789672392
"167","2015-10-28",1626185.93,243305,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,6.68373411972627
"168","2015-10-29",1734295.64,256773,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,6.75419783232661
"169","2015-10-30",2299306.87,324756,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,7.08010589488724
"170","2015-10-31",3341761.49,432176,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,7.73240876402207
"171","2015-11-01",2835041.03,351081,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,8.07517646924784
"172","2015-11-02",1983927.3,279769,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,7.09130496945694
"173","2015-11-03",1585567.36,241896,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,6.55474815623243
"174","2015-11-04",1671490.73,251587,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,6.64378815280599
"175","2015-11-05",1750428.48,260757,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,6.71287244445978
"176","2015-11-06",2282095.48,323440,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,7.05569960425427
"177","2015-11-07",3311618.08,432003,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,7.66572935836094
"178","2015-11-08",2813566.73,351689,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,8.00015562044875
"179","2015-11-09",1545947.26,238433,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,6.48378060083965
"180","2015-11-10",1634998.32,247453,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,6.6073085393994
"181","2015-11-11",1730452.16,255967,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,6.76045021428544
"182","2015-11-12",1810467.27,265256,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,6.82535840848086
"183","2015-11-13",2402018.16,335483,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,7.15988041122799
"184","2015-11-14",3349027.62,425733,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,7.86649759356216
"185","2015-11-15",3105885.48,370890,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,8.37414187494945
"186","2015-11-16",1586585.96,240713,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,6.591193495989
"187","2015-11-17",1649237.49,249380,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,6.61335107065522
"188","2015-11-18",1708967.95,252481,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,6.76869922885286
"189","2015-11-19",1780950.35,260916,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,6.82576135614527
"190","2015-11-20",2307938.35,321542,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,7.17771970691232
"191","2015-11-21",3149087.59,402506,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,7.82370347274326
"192","2015-11-22",3047236.37,364361,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,8.36323418258266
"193","2015-11-23",1549572.07,233590,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,6.63372605847853
"194","2015-11-24",1591287.86,238980,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,6.65866541133149
"195","2015-11-25",1701344.17,249938,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,6.80706483207836
"196","2015-11-26",1716751.5,252035,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,6.81155990239451
"197","2015-11-27",2346600.45,323255,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,7.25928585791403
"198","2015-11-28",3328479.44,422768,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,7.87306380804602
"199","2015-11-29",2969416.56,359822,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,8.25245971619301
"200","2015-11-30",1587555.36,241076,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,6.58528995005724
"201","2015-12-01",1702544.3,257326,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,6.61629333996565
"202","2015-12-02",1765622.41,266923,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,6.61472563248577
"203","2015-12-03",1797826.47,267949,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,6.70958454780574
"204","2015-12-04",2317930.3,336622,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,6.88585505403687
"205","2015-12-05",3419958.46,435554,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,7.85197348664
"206","2015-12-06",3204196.15,387971,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,8.25885478553809
"207","2015-12-07",2876947.17,372930,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,7.71444284450165
"208","2015-12-08",2921322.96,384058,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,7.60646298215374
"209","2015-12-09",1577357.35,279318,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,5.64717400955184
"210","2015-12-10",1771132.76,288229,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,6.14488049432916
"211","2015-12-11",2290191.32,358825,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,6.38247424231868
"212","2015-12-12",3402733.37,438482,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,7.76025782130167
"213","2015-12-13",3016016.76,364414,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,8.27634712168029
"214","2015-12-14",1736425.92,282102,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,6.1553123338367
"215","2015-12-15",1918501.28,322216,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,5.95408446507933
"216","2015-12-16",2093927.18,354904,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,5.89998191060118
"217","2015-12-17",2160187.23,329207,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,6.56179008951815
"218","2015-12-18",2643603.58,374326,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,7.06230285900525
"219","2015-12-19",3793059.62,470772,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,8.05710539284409
"220","2015-12-20",3447125.01,404689,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,8.51796073033861
"221","2015-12-21",2232598.29,344380,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,6.48294990998316
"222","2015-12-22",2656331.76,387887,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,6.84821032929693
"223","2015-12-23",2996277.85,385428,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,7.77389771889951
"224","2015-12-24",1738698.47,233020,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,7.46158471375848
"225","2015-12-25",947253.33,125131,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,7.5700931823449
"226","2015-12-26",2428890.64,305534,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,7.94965745219845
"227","2015-12-27",3365886.96,398196,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,8.45283970707893
"228","2015-12-28",2395470.43,316629,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,7.56554336463179
"229","2015-12-29",2481639.1,322058,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,7.70556576765676
"230","2015-12-30",2566144.56,326916,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,7.84955327974158
"231","2015-12-31",1655289.51,221576,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,7.47052708777124
"232","2016-01-01",2434023.42,283346,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,8.59028685776401
"233","2016-01-02",3144495.49,386906,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,8.12728541299437
"234","2016-01-03",3126570.8,377981,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,8.27176709940447
"235","2016-01-04",2226739.61,296202,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,7.51763867225745
"236","2016-01-05",2641446.56,343647,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,7.68651133285028
"237","2016-01-06",2580335.47,320462,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,8.05192337937103
"238","2016-01-07",1465567.66,227278,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,6.44834810232403
"239","2016-01-08",1984719.8,286386,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,6.93022633787965
"240","2016-01-09",3059970.09,401309,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,7.62497250248562
"241","2016-01-10",2898275.91,358806,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,8.0775569806525
"242","2016-01-11",1517121.1,231423,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,6.55561936367604
"243","2016-01-12",1636831.19,247090,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,6.62443316200575
"244","2016-01-13",1725247.52,254222,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,6.78638166641754
"245","2016-01-14",1703464.53,252752,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,6.73966785623853
"246","2016-01-15",2225971.36,313245,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,7.10616724927772
"247","2016-01-16",3240831.79,417673,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,7.7592561405693
"248","2016-01-17",2846964.51,351644,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,8.096155515237
"249","2016-01-18",1555515.94,234661,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,6.62877913245064
"250","2016-01-19",1549026.39,233706,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,6.62809850838233
"251","2016-01-20",1654828.92,245501,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,6.74061987527546
"252","2016-01-21",1690550.26,251238,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,6.72887962808174
"253","2016-01-22",2169701.04,306681,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,7.07478141782504
"254","2016-01-23",3165668.32,413233,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,7.66073454927365
"255","2016-01-24",2796396.33,348627,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,8.02116970286295
"256","2016-01-25",1511751.4,231437,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,6.53202124120171
"257","2016-01-26",1548315.05,236924,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,6.53507052894599
"258","2016-01-27",1658624.27,248173,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,6.68333892083345
"259","2016-01-28",1689989.59,252620,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,6.68984874515082
"260","2016-01-29",2183429.34,311948,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,6.99933751779143
"261","2016-01-30",3045585.59,404409,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,7.53095403415849
"262","2016-01-31",2715130.71,343166,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,7.91200384070683
"263","2016-02-01",1524898.32,232341,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,6.56319082727543
"264","2016-02-02",1524590.78,232163,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,6.56689817068181
"265","2016-02-03",1583477.56,239471,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,6.61239799391158
"266","2016-02-04",1702359.45,255996,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,6.64994550696105
"267","2016-02-05",2197276.13,313632,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,7.00590542419141
"268","2016-02-06",3018347.1,399401,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,7.5571846339894
"269","2016-02-07",2531298.82,323682,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,7.82032618434142
"270","2016-02-08",1777039.96,261797,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,6.78785455906676
"271","2016-02-09",1920181.82,276416,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,6.94671010361195
"272","2016-02-10",1628950.2,245670,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,6.63064354622054
"273","2016-02-11",1773030.26,259157,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,6.84152949756325
"274","2016-02-12",2085231.74,296316,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,7.03718914942156
"275","2016-02-13",2937570.52,388563,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,7.56008811955848
"276","2016-02-14",2797153.78,345750,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,8.09010493130875
"277","2016-02-15",1552251.65,234931,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,6.60726617602615
"278","2016-02-16",1577009.64,238151,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,6.62188964144597
"279","2016-02-17",1669572.93,249406,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,6.69419713238655
"280","2016-02-18",1751077.32,258102,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,6.7844391752098
"281","2016-02-19",2163615.9,312197,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,6.93029048965877
"282","2016-02-20",3242485.7,424535,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,7.63773469796365
"283","2016-02-21",2912402.83,364464,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,7.99092044756135
"284","2016-02-22",1494315.4,231802,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,6.44651642349937
"285","2016-02-23",1543690.59,238948,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,6.46036204529856
"286","2016-02-24",1709051.92,253299,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,6.7471719983103
"287","2016-02-25",1749099.19,255674,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,6.84113046301149
"288","2016-02-26",2174502.69,307053,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,7.08184805229065
"289","2016-02-27",3169512.85,404025,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,7.84484338840418
"290","2016-02-28",2681129.1,331749,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,8.0818000958556
"291","2016-02-29",1570067.79,233372,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,6.72774707334213
"292","2016-03-01",1706113.05,251117,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,6.79409617827547
"293","2016-03-02",1773125.37,256702,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,6.90732978317271
"294","2016-03-03",1775851.38,258099,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,6.88050469006079
"295","2016-03-04",2190749.76,308015,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,7.11247750921221
"296","2016-03-05",3085090.18,394744,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,7.81542006971607
"297","2016-03-06",2948907.16,361230,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,8.16351676217369
"298","2016-03-07",1562988.52,237370,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,6.58460850149556
"299","2016-03-08",1796600.18,259862,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,6.91367025575113
"300","2016-03-09",1657248.51,244504,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,6.77800162778523
"301","2016-03-10",1772040.13,257894,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,6.87119564627328
"302","2016-03-11",2190240.87,308876,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,7.09100373612712
"303","2016-03-12",3335357.57,424520,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,7.8567736973523
"304","2016-03-13",2952180.75,361563,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,8.16505214858821
"305","2016-03-14",1623817.56,244925,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,6.6298563233643
"306","2016-03-15",1662232.31,246742,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,6.73672220375939
"307","2016-03-16",1708967.17,249642,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,6.84567168184841
"308","2016-03-17",1857784.54,270310,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,6.87279249750287
"309","2016-03-18",2307484.45,322808,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,7.14816376917549
"310","2016-03-19",3277650.85,418618,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,7.82969401697968
"311","2016-03-20",2851536.03,352159,"Sunday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,8.09729704480078
"312","2016-03-21",1634874.51,247896,"Monday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,6.59500157324039
"313","2016-03-22",1696963.42,255308,"Tuesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,6.6467303022232
"314","2016-03-23",2162584.89,310066,"Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,6.97459537646824
"315","2016-03-24",2401630.37,321577,"Thursday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,7.46829023841879
"316","2016-03-25",2369473.21,327493,"Friday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,7.23518734751582
"317","2016-03-26",2951977.75,382209,"Saturday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,7.72346477974093
